,name,review,index,Category
,"Skip Hop Baby Activity Center: Interactive Play Center with 3-Stage Grow-with-Me Functionality, 4mo+, Explore & More","I was so excited to purchase this and as an overall product it was a) easy to assemble and b) keeps my 5 month old content. HOWEVER, the owl pop up toy on the playstation is extremely dangerous for babies. My daughter got her finger stuck in the top of it simply by having her hand on top of it when she pushed down on the little tree arm. Her finger could have been broken but was only jammed. It was terrifying and definitely not something I want any other parents to have to endure. I highly recommend removing this owl, it is a safety hazard and Skip Hop should be careful with this addition.",,Activity_entertainment
,"Skip Hop Baby Activity Center: Interactive Play Center with 3-Stage Grow-with-Me Functionality, 4mo+, Explore & More","The book is cute, and we are huge fans of Lamaze products, however, this one leaves out some family members (no little brother) and can possibly cause hurt feelings. That said, our baby loves to play with the hands, hair and flaps!",,Activity_entertainment
,"Skip Hop Baby Activity Center: Interactive Play Center with 3-Stage Grow-with-Me Functionality, 4mo+, Explore & More","II will start out with saying, I absolutely love this activity table. There is not one cuter anywhere. It has some flaws which I will mention below, but none of them are dealbreakers for me and I would 100% buy it again.First off, if you think this is jumpy, it’s not. I thought the foot area was springy, it’s not. Idk why I thought this, could be just me, just thought I’d let others know. We have one of those $10 door way jumpers so she gets her jumping exercise elsewhere..I bought this when my baby was 6 months old. I have a rather long torso’d baby girl, and before her legs were sturdy on the foot rest, the seat itself isn’t very deep, so she looked a little floppy in it. All was fine once her feet/legs reached better and when she began holding her own weight better. About one month after buying it... But for a long baby that doesn’t hold their own weight yet, it doesn’t look great at first. Shorter torso babies wouldn’t experience this.",,Activity_entertainment
,"Skip Hop Baby Activity Center: Interactive Play Center with 3-Stage Grow-with-Me Functionality, 4mo+, Explore & More","Our son LOVED this toy, but just 1 day after we purchased it one of the canvas straps thread popped, causing it to separate from the suspension clip & my 6 month old face planted to the ground. Amazing toy, but it’s hard to believe each suspension strap is literally attached by a singular row of stitches. (Photos enclosed for visual). My little guy was a little banged up up, but luckily the other three canvas straps did not snap which softened his landing, but left him hanging upside down, arched back and face down on the floor.",,Activity_entertainment
,"Skip Hop Baby Activity Center: Interactive Play Center with 3-Stage Grow-with-Me Functionality, 4mo+, Explore & More",At first I thought this was a very cute and sensible jumper since it can be turn into a table later on. But it has its danger. My baby is 5 months and she was playing the stars part then she started cry very hard. I found her little hand was pinched underneath of the star and it cause pain. I tried to put my finger underneath and it hurts when it pinched. I think the design was not very well and needs to be fixed.,,Activity_entertainment
,"Skip Hop Baby Activity Center: Interactive Play Center with 3-Stage Grow-with-Me Functionality, 4mo+, Explore & More",How did I live without this!?!?My 3 month old is absolutely obsessed with this sit me up seat. She even learned to to grab the toys! She plays and kicks and giggles for an hour or so! It’s so much fun she even falls asleep. Highly highly recommend!,,Activity_entertainment
,"Skip Hop Baby Activity Center: Interactive Play Center with 3-Stage Grow-with-Me Functionality, 4mo+, Explore & More","This is amazing for all of the reasons included in the product description. Want to know what isn't written there? In addition to serving as a great source of entertainment, and let's be honest, giving mama a much needed hands-free break, this unit is basically a MAGIC POOP PRODUCER. My eight-month-old has struggled with constipation ever since she started on solids but a few minutes in this bad boy and, without fail, we have a special delivery. We literally call it the poop machine and we send her for a ride anytime she's gone a day or so without a deposit. Best feature ever!. So yes, the design is very clean and sophisticated compared to most bouncers, the toys are easy to move around for a ""different"" play experience, and it's awesome that it grows with the child. But it's the poop factor that makes this item one of the best baby purchases ever. Yes, EVER! Everyone should have one of these. In fact, we originally bought a Fisher Prive Jumparoo and returned it for this one.",,Activity_entertainment
,"Skip Hop Baby Activity Center: Interactive Play Center with 3-Stage Grow-with-Me Functionality, 4mo+, Explore & More","We purchased this for our 4-month-old baby girl. I used the bumbo seat for my son 2 years ago, but I wanted something that had toys and that was much softer. Overall, the chair is very sturdy and well made. I was very pleased after putting it together.ProsThe chair is very sturdy.The toys are fun and colorfulI love that you can easily flip it to the tray side.the cover is machine washableIt has rubber grippers on the feet so it doesn't slide around.It is aesthetically pleasing! I didn't hate it sitting in my living room!Conbefore I bought it I read reviews stating the leg holes were small, but I bought it anyway.Well, they aren't small but it is a little tricky to get them in and out, but it's not any different than trying to get them out of a jumper or activity center. Sometimes their feet just get stuck.",,Activity_entertainment
,"Skip Hop Baby Activity Center: Interactive Play Center with 3-Stage Grow-with-Me Functionality, 4mo+, Explore & More","Unfortunately my 2 month old doesn’t fit in it. His legs are far too tight in the holes, which makes it a challenge to get in and out. Such a shame because the quality and look of the chair is brilliant.",,Activity_entertainment
,"Skip Hop Baby Activity Center: Interactive Play Center with 3-Stage Grow-with-Me Functionality, 4mo+, Explore & More","I think the product description is misleading—the baby only bounces if they basically jump up and down, and the fabric seat ‘stretches.’ There are no springs and this couldn’t be considered a jumper. I liked everything else about it so I read the part of the product description that said ‘bounce,’ and convinced myself that it would be good for a baby boy who clearly wants to bounce. Otherwise it seems like a well-made product and it’s not as ugly as most activity centers. Just make sure it’s what you really want because it’s so ingeniously packaged you’ll NEVER get it back in the box.",,Activity_entertainment
,"Skip Hop Baby Activity Center: Interactive Play Center with 3-Stage Grow-with-Me Functionality, 4mo+, Explore & More",It looks nicer than some of the others but the bounce is not very good. The fisher price ones are far better so I would suggest you get one of those. Yes these say they are fold away but the reality is you won’t do that and even if you do you have to take every toy off before doing so which makes it too annoying.,,Activity_entertainment
,"Skip Hop Baby Activity Center: Interactive Play Center with 3-Stage Grow-with-Me Functionality, 4mo+, Explore & More",It looks nicer than some of the others but the bounce is not very good. The fisher price ones are far better so I would suggest you get one of those. Yes these say they are fold away but the reality is you won’t do that and even if you do you have to take every toy off before doing so which makes it too annoying.,,Activity_entertainment
,"Skip Hop Baby Activity Center: Interactive Play Center with 3-Stage Grow-with-Me Functionality, 4mo+, Explore & More","So, like others have mentioned it is hard to get your baby in and out of this. Like, more difficult than a jumper because you have to fold the baby’s leg forward to get them through the holes. It is a little snug width wise and my baby is only 4 months old! Also, it looks soft and cushiony but it’s not, the cloth is just covering hard plastic so if your baby does not have good head control he will hit his head pretty hard. Otherwise my baby loves this product even though I wish I would have gotten something else",,Activity_entertainment
,"Skip Hop Baby Activity Center: Interactive Play Center with 3-Stage Grow-with-Me Functionality, 4mo+, Explore & More","We love this activity center! My sons are 5months old and this is perfect for them. They love spinning the chair around and playing with the toys.I love the light colors and overall design - doesn’t look overly obnoxious like a lot of other toys.My husband and I set it up out of the box within 15min. The toys pop on and off easily, so I’m excited to be able to move and change them around to mix things up when they start to get bored.I really like how the bottom board their feet rest on has some give to it. It’s not spring-y, so they can’t jump, but wiggles a bit and has some give so they don’t hit their joints onto a hard surface.We have twins, so we are considering buying a second one of these- we love it so much!",,Activity_entertainment
,"Skip Hop Baby Activity Center: Interactive Play Center with 3-Stage Grow-with-Me Functionality, 4mo+, Explore & More","I really wanted to love this thing, and I do like the toys and style. But for me there were two major downsides that make me regret the purchase for the amount of money I paid for it. (1) My little guy often spit up and it got in the cracks around the peek through window. In an attempt to clean it we ended up scratching and breaking the window, and now it looks terrible and the keyboard no longer stays in it. Yes we broke it technically, but this is a huge oversight in design. The window should be removable for easy cleaning. I could not leave it the way it was. This has drastically reduced the value of it. (2) The piano has an off switch yet it still seems to turn off by itself after ~1 min even if you leave it turned on. You have to turn it off and on again for it to work. Very annoying when my son wants to play with it and I have to turn it off and on every time.",,Activity_entertainment
,"Skip Hop Baby Activity Center: Interactive Play Center with 3-Stage Grow-with-Me Functionality, 4mo+, Explore & More","This is by far the most easy-on-the-eye of all these jumperoo-style things. My son is 3.5 months and loves it (I know he’s young to be in it, but he’s always supervised and is enormous for his age!). 1 star off because, despite being foldable, the folding down requires you to remove all the toys first and then unhook the seat etc. It’s fiddly and even when folded, it’s too big to go underneath most sofas. However, being able to fold it flat will probably be handy for longer term storage. It takes ages to put together initially and one of the toys broke as I was doing it, but skiphop sent me a new one the next day, free of charge! SUPERB customer service.",,Activity_entertainment
,"Skip Hop Baby Activity Center: Interactive Play Center with 3-Stage Grow-with-Me Functionality, 4mo+, Explore & More"," love skip hop toys, they're always well made and they look a lot less cheap than other brands offerings. This is no different, so I don't mind having it as a permanent fixture in my living room!. TThe attention to detail in the design of this is incredible, the arms have a sweet wood effect and the different colours on the connectors are a nice touch. TThe jump counter is a fun idea, we all get involved with the applause and cheers it gives for every hundred bounces. There are different coloured lights on baby's side to grab her attention, and the tunes are so much better than those of other noisy toys. Baby can bash the big sun button for other sound effects too.My eight month old daughter finds all of the toys really engaging and the seat unit is easy for her to turn independently so that she can play with everything.Overall, we love this jumper :)",,Activity_entertainment
,"Skip Hop Baby Activity Center: Interactive Play Center with 3-Stage Grow-with-Me Functionality, 4mo+, Explore & More",not worth the price. it’s ok! lots of cute accessories... and a non obnoxious pattern. i really wanted to love it but it just didn’t work. baby doesn’t sit as low down as the fisher price one so if your baby isn’t quite stable yet this doesn’t help stabilize a ton (he kept hitting his head on the toys). It’s also so incredibly awkward and tight to get him in. my baby isn’t even big..he’s actually on the smaller end and for some reason it was 10x harder to maneuver in and out than the fisher price. it’s also more expensive and doesn’t fold to be more compact for travel or when not in use...got the fisher price sit me and up and muuuuch happier with that!,,Activity_entertainment
,"Skip Hop Baby Activity Center: Interactive Play Center with 3-Stage Grow-with-Me Functionality, 4mo+, Explore & More",I bought this as my 4 months old always wants to sit up...she is average size baby and we struggle to get her in and out of the seat. I am so disappointed as it wasnt cheap. Please do not buy this instead but something that opens from the front and easy to get baby in and out of the chair.,,Activity_entertainment
,"Skip Hop Baby Activity Center: Interactive Play Center with 3-Stage Grow-with-Me Functionality, 4mo+, Explore & More",This is great once you actually get your baby in it but I find it difficult to get my babies legs into the holes because of the angle they need to go in at and it the bigger he gets the harder it gets so I worry he doesn’t have long left in it (he is nearly 6 months now) but apart from that I do really love it and so does my son.,,Activity_entertainment
,"Hypoallergenic Baby Diapers Size Newborn, 132 Ct, Huggies Special Delivery","Product CHANGED!! We’ve been using Special Delivery exclusively for the past 10 months. The latest package we received is noticeably different. The reason we love special delivery is the incredibly softness, but this latest pack (the “new” kind) is no softer than a standard Huggies or Pampers diaper. Feels more papery.... not the buttery soft feel we’ve been used to over the past 10 months. My daughter NEVER had a diaper rash, but this past week developed a bad one at daycare (they started using the “new” package we sent before we did at home), and while I originally thought it was due to teething, I’m now thinking it may be the “new” diapers. canceled my subscribe and will look for new diapers. Too bad....",,Diapering
,"Hypoallergenic Baby Diapers Size Newborn, 132 Ct, Huggies Special Delivery","Great diapers. Soft and super absorbent. However, I’ve come across five diapers missing an enclosure. Not sure what is going on.",,Diapering
,"Hypoallergenic Baby Diapers Size Newborn, 132 Ct, Huggies Special Delivery",These pampers were not what I expected them to be at all. My son had to be changed more so often then he would have been in regular huggies. Very disappointing. I won’t be buying these again.,,Diapering
,"Hypoallergenic Baby Diapers Size Newborn, 132 Ct, Huggies Special Delivery","I tried these diapers in newborn size and thought they were great, absorbent, no leaks etc. Then I ordered size 2 and as soon as my son pees they smell SO bad like burnt chemicals or something really unnatural. It’s so strong and rank I’m throwing them away, no way it can be good for babies. Maybe I got a bad batch, not sure, but won’t waste money trying them again. Too bad, I really wanted to like them",,Diapering
,"Hypoallergenic Baby Diapers Size Newborn, 132 Ct, Huggies Special Delivery","I only used pampers swaddlers for my first two..but that was ages ago. These were recommended to me when the swaddlers weren’t working for my daughter (they were leaking and making her bottom red). I am shocked at the softness and how well these work (I’m not sure if pampers have changed, but they are no where near as soft as these). I highly recommended these diapers.",,Diapering
,"Hypoallergenic Baby Diapers Size Newborn, 132 Ct, Huggies Special Delivery","I love these diapers most of the time. What's surprising is that the quality is very inconsistent. Sometimes they are super soft, and sometimes they are not. Last time I purchased these there was a very strong smell, which we did not observe before. Even the way these diapers are cut is not consistent! Sometimes the quality is superb, and sometimes they are not evenly cut. I wonder whether they have multiple manufacturing facilities and in some the quality control is just better?",,Diapering
,"Hypoallergenic Baby Diapers Size Newborn, 132 Ct, Huggies Special Delivery","Great for sensitive skin. I love how soft these are and I recommend these to all my friends. I give it 4 stars only because my daughter is on a hypoallergenic formula for dairy intolerance so all of her bowel movements are explosive. No exaggeration, we hear everytime she makes a bm. We don't have to smell the air or check the diaper. The leg openings don't fit my daughter well enough to prevent the poop from pushing out. I don't think it's a flaw in the design as I think the diaper would be able to contain most babies' poops, just not poops of babies on hypoallergenic or amino formulas. Another note is that these seem to run smaller than regular huggies",,Diapering
,"Hypoallergenic Baby Diapers Size Newborn, 132 Ct, Huggies Special Delivery","My daughter is 6 months old and I have tried Pampers, Huggies, and Honest brand. Pampers have a gross strong chemical smell in some of their shipments(which is triggered by the pee indictor line). Honest brand is cute but does not have the pee line indicator and does not absorb the pee at all. So far Huggies Special Delivery is our favorite. They are super soft and look/feel very high qualilty. My daughter barley has any leakage(only from poop). The pee is absorbed really well and she is never wet.",,Diapering
,"Hypoallergenic Baby Diapers Size Newborn, 132 Ct, Huggies Special Delivery",I love huggies Bc they are the only diaper my baby wore that she’s had no leak thru or blowouts. The pocket at the top of the back does wonders to save you those exciting 3am diaper change/sheet change/wash up/clothes change incidents. They hold pee very well.. she’s gon allNight without having diaper changed and woken up with just a super heavy diaper but it’s not wet on her skin.The only thing I didn’t like was the stork pattern as I absolutely loathe birds. They have 2 patters in the pack -storks and gray dots.,,Diapering
,"Hypoallergenic Baby Diapers Size Newborn, 132 Ct, Huggies Special Delivery","we have tried almost every kind of diaper out there and these ones have been the best by far. i got so sick of cleaning my baby's clothes after every time she would poo because the diapers were not controlling leaks! it wasn't until i started using the huggies special delivery that we never have a single leak. fits my baby perfectly, so soft, worth the extra money since i'm no longer scrubbing baby poop out of clothes all the time!!! i don't love all the prints (kinda blah) but that's the least of my concern for diapers so these are a win in my book",,Diapering
,"Hypoallergenic Baby Diapers Size Newborn, 132 Ct, Huggies Special Delivery","Everyone kept recommending this diaper or that and for a while we used pampers. Then one day we tried a sample diaper from a gift registry freeby and it was so soft I instantly fell in love. What was more, these diapers fit slightly bigger than other diapers so I didn't feel like I was squeezing my daughter in. I would have given a 5 star rating however there was one oddball pack of diapers where we were having frequent leaks up her back but that was only 1 pack out of the many we've purchased and for the most part, the leak protection has been great and the diapers absorb very well. My daughter also has sensitive skin and it was hard to find the right combination of diapers and wipes for her sensitive skin and I really fell in love with Special delivery diapers AND wipes. Great brand. Would definitely recommend.",,Diapering
,"Hypoallergenic Baby Diapers Size Newborn, 132 Ct, Huggies Special Delivery","These are absolutely my favorite diapers. You can just feel the difference between these and any other diaper, and even between any other Huggies diapers. SO soft. And most importantly SO absorbent. My son’s never leak, not even over night. And you have no worries putting this product on their little behinds because it’s hypoallergenic, it’s seriously the perfect diaper!",,Diapering
,"Hypoallergenic Baby Diapers Size Newborn, 132 Ct, Huggies Special Delivery","While I love how soft these diapers are and that they’re made without harsh chemicals, they run much smaller than Pampers. Size 2 is supposed to fit 12-18 lbs. My 2 month old is 12 lb 8 oz and they’re pretty snug already. This means I’ll have to size up sooner, getting fewer diapers per pack at the same price. The other thing is that the description says a one-month supply. My fault for not calculating how many diapers would constitute a one-month supply, but size 2 will last one month only if you use just 4 diapers a day. So for these to last a month, I’d have to let my child sit in a dirty diaper for 6 hours before changing.",,Diapering
,"Hypoallergenic Baby Diapers Size Newborn, 132 Ct, Huggies Special Delivery","Usually, it’s a great purchase but I recently purchased a box. Every other diaper so far leaked . I use cloth diapers during the day and huggies special delivery at night. Needless to say They basically leaked. I’m very disappointed because I tried reaching out.before posting this review ! Couldn’t get anyone on the phone. These diapers are very expensive so I'm expecting them to be superior to others. Huggies has dropped the ball.",,Diapering
,"Hypoallergenic Baby Diapers Size Newborn, 132 Ct, Huggies Special Delivery","I wasn’t a fan of these over the regular huggies snugglers. They were soft and absorbed fine but they were very big and bulky, to the point that my daughters clothes were hard to zip up over it. Will stick to the snugglers which are cheaper and which her clothes fit over properly.",,Diapering
,"Hypoallergenic Baby Diapers Size Newborn, 132 Ct, Huggies Special Delivery","We love Huggies diapers in our house. They are actually the only diapers our baby can use. She is very sensitive and other diapers cause her to get a bad rash. We use the Huggies Special Delivery diapers for overnight. They are absorbant enough that they don't leak throughout the night. Sometimes when she wakes up she is so hungry that she wants to eat before I change her, and they still continue to hold up well. I love that most Huggies diapers have the pocket in the back of them, but for some reason they stop making them with a pocket at size 3 for the Special Delivery diapers. I wish the pocket was on every size. Other than that, I have no complaints/suggestions. I highly recommend Huggies, especially the Special Delivery diapers!",,Diapering
,"Hubble Connected Nursery Pal Connect Touch - 5"" HD Touch Screen Display and Wi-Fi Smart Video Baby Monitor, Remote Pan/Tilt/Zoom - Portable Wireless Camera – Interactive and Educational Content","I wwasn’t planning on getting a video monitor, but after a few failures of our sound-only monitor I wanted another option for our 3 month old. I really like this monitor. It’s reasonably priced, easy to set up, and is pretty multipurpose. The resolution is good on the camera, and I like that I can either use the included screen or view it on my phone. I have two very minor complaints. First, the touchscreen on the included device is not very responsive. Second, the included app “subscription” only allows us to use the app on one phone. It would be nice to be able to use it on my partner’s phone as well, but not worth paying for the premium subscription. Overall, I really like this monitor! Very easy to use. Ok, also our cats don’t like it very much (see photo). They’re very suspicious. ;)",,Nursery
,"Hubble Connected Nursery Pal Connect Touch - 5"" HD Touch Screen Display and Wi-Fi Smart Video Baby Monitor, Remote Pan/Tilt/Zoom - Portable Wireless Camera – Interactive and Educational Content",This camera baby monitor is awesome. I bought for when I have my niece over so that I can always keep an eye on her. I'm out of the baby stage with all of my children being older now so the built in feeding timer is a huge plus for me lol I can set a reminder for feeding times and it reminds you. The picture and video quality is super clear. The 2 way audio is cool so you can talk to the baby right through the monitor and hear if he or she is in distress. The installation and set up is very easy. It has a high powered sticky magnet and 2 seconds it's done. You can connect to 4 more cameras which is great. You can manually rotate 360 degrees from left to right and120° up and down for an easy visual. It has 3 settings of brightness for the built in night light which is perfect. It also has music built in to play for bedtime. The night vision is super clear quality. This is a great price and value. Definately recommend.,,Nursery
,"Hubble Connected Nursery Pal Connect Touch - 5"" HD Touch Screen Display and Wi-Fi Smart Video Baby Monitor, Remote Pan/Tilt/Zoom - Portable Wireless Camera – Interactive and Educational Content","Where do I start. I did a TON of research leading up to this purchase. My oldest child (who is now three) I used an Arlo baby for (and continue to use) but unfortunately Arlo no longer makes those cameras. I was super bummed and discouraged that I wouldn’t find a camera that I loved. I looked up every brand under the sun, read hundreds of reviews and in the end this camera came out on top. I was nervous because there was a few reviews talking about the camera saying out of range, but I figured I’d give it a shot. I was not disappointed. This camera is easy to install and to move around if needed, the range is actually pretty good. We live in the country and I can go quit a ways out from our house and it still picks up, I’ve only had a couple issues with the out of range and I’ve found that happens when my phone is right next to the monitor. Once I moved my phone it connected right back. Nightlight settings are great and plays music. If I had one complaint it would be the zoom out isn’t very far. You have to have the camera pretty high up to get a good view of your crib. But it isn’t horrible. If your looking for a camera for a cheap price but have good quality this is it.",,Nursery
,"Hubble Connected Nursery Pal Connect Touch - 5"" HD Touch Screen Display and Wi-Fi Smart Video Baby Monitor, Remote Pan/Tilt/Zoom - Portable Wireless Camera – Interactive and Educational Content","This baby monitor has all the major features I was looking for, and they function reliably.PROS:- SECURE. This is a huge thing for me. I've heard horror stories about bad actors easily hacking vulnerable internet-connected cameras and the like. The fact that these communicate with local signals gives me peace of mind.- High quality image. I have the baby in a bassinet next to the bed, but even when I'm right there I look at the monitor to make sure the baby is ok because the picture quality is so good.- Sensitive enough microphones to pick up small noises from 5-10 ft away- Reliable signal. I have a medium sized 3 bedroom apt, and I've never seen the screen so much as blip no matter how far away I am, even with my wifi router in the middle of the house (which can cause signal interference)- Camera range of motion is excellent, almost complete 360- 2-way microphone works well- Cord length: the cords are LONG, at least 10 feet. Makes it very easy to maneuver with the cameras and monitor- Night vision is solid. No discernible drop in quality when night vision turns on. Also night vision comes on automatically when light is low enough- Interface is decent and controls are satisfactorily responsive- Split screen works flawlessly- Zoom is great. I think it's a digital zoom, but because the resolution is so high and the monitor is relatively small you don't notice any quality drop.CONS:- No intuitive/easy way to mount the cameras. Unless the camera has a high enough vantage point to see, but not so high that the camera can't pan down enough, you have to mount it somehow. They have slots for wall mounting, but I'm not aware of any easy hook-ups to a clip that can be mounted on the edge of a bassinet/crib.- The devices are made of a cheap-feeling plastic. This isn't something I care much about, especially because all the features are there and work as expected, but if you do care then it's worth knowing about.- There are a few other bells and whistles I don't care for, but if I did I don't think they're all that good. For example, the built-in songs or the temperature sensor (the sensor is inaccurate by a few degrees). I prefer things to do one thing and do it well. Obviously with something like a baby monitor there's a lot you want in it, but some of the stuff crosses the line in my opinion.All in all I am very happy with this monitor, and I would recommend it to anyone looking for a similar feature set.",,Nursery
,"Hubble Connected Nursery Pal Connect Touch - 5"" HD Touch Screen Display and Wi-Fi Smart Video Baby Monitor, Remote Pan/Tilt/Zoom - Portable Wireless Camera – Interactive and Educational Content","I bought this for traveling and it is perfect for that. I don’t think I would like it for the nursery every day. The best feature is the camera can be bent to look downward which is very important for pack-n-plays, as you cannot see through the pack-n-play side panels on ANY camera at night. Camera has to look into pack-n-play from the top.Pros:Small and compact, easy to packBoth parts are super lightGreat priceVery good audioClear pictureCamera doesn’t make clicking noise when parent screen turns onCons:Small cords. Camera needs a longer cordScreen is super tiny, wouldn’t recommend for someone who wants to see if their baby is breathingZoom in sucksNo temperature monitoring!!Can’t move the camera around much from parent remoteNo time on parent remote so you have to look at your phone to know what time it is. Really annoying in the middle of the night!!Over 4/5 bc it is cheap and good quality enough for traveling or experienced moms. First time moms, get one with a way bigger screen and temperature checker!",,Nursery
,"Hubble Connected Nursery Pal Connect Touch - 5"" HD Touch Screen Display and Wi-Fi Smart Video Baby Monitor, Remote Pan/Tilt/Zoom - Portable Wireless Camera – Interactive and Educational Content","I have this setup in my baby's room and I was able to set this up on my own. I installed this on a wall that allows me to show not only the window in my baby's room but her whole room with her crib. The magnet that holds the camera has a sticky part on the other side of it. Once I cleaned the wall, I was able to mount it on the wall. The camera has a magnet inside of the base and still just stick to the metal disc immediately. The camera is really easy to adjust and connect to the monitor. The monitor is roughly the same size as my old iPhone or even my old iPod. It can either stand on it's own or be carried around. It's very similar to my security cameras but with this, I get a better 2 way with this. With my security cameras, there's a 2-3 second delay when using it's 2 way function. With this monitor, when I start talking, it's immediate as if I was using a 2 way radio. Whether I'm using this during the day or at night, the picture quality is absolutely amazing. Even when it shows at night, I can clearly see where my baby is and if my other one sneaks in to ""check"" on their sibling or wake them up. The remote options on the handheld monitor is really easy to use and since the camera rotates, it allows me to move this camera in any direction I want. Love how easy this was for me to setup and install on my own. Great picture quality and the sound is completely clear.",,Nursery
,"Hubble Connected Nursery Pal Connect Touch - 5"" HD Touch Screen Display and Wi-Fi Smart Video Baby Monitor, Remote Pan/Tilt/Zoom - Portable Wireless Camera – Interactive and Educational Content","We have an infant optics monitor and with baby #2 arriving soon I wanted something with a split screen. Having limited options in the market and available thru Amazon for our registry I decided to try this one.Video quality is amazing in both light and dark settings, switching from one camera to the other is a breeze and the menu is intuitive and easy to use.The biggest issue I saw in reviews is the audio/volume so I want to address that. Yes, it's different from what I came to expect of traditional monitors in the market. Here's why: we expect continuous sound to come out of the monitor and most of us use a sound machine in children's rooms.This monitor has different modes: audio only, video/audio on, entirely off, or the eco/vox mode.What they don't explain very well is that even with full audio and video, or audio only the monitor recognizes the white noise as such and doesn't transmit it loudly, but any sounds your baby makes (even knocking against the crib) come thru loud and clear, in all of the on modes.Do I wish it went a little louder? YES.Did it get some getting used to: YES.We have it now on the vox setting at a medium sensitivity. We sleep with white noise and so does my kid, well if he cries or whines at night, knocks against the crib or is chatting in the morning when he woke I still hear him perfectly and still wakes me up to alert me that he's up. All in all it does what it needs to do without adding noise pollution. I don't have to have my white noise higher to drown out his, they're not competing anymore and it's been lovely.Overall the volume for when he cries or needs attention is loud enough for us to hear it.I'll update my review if while we're testing it in more settings we notice other things. So far 4 stars out of 5. I'd do 4.5 if I could.",,Nursery
,"Hubble Connected Nursery Pal Connect Touch - 5"" HD Touch Screen Display and Wi-Fi Smart Video Baby Monitor, Remote Pan/Tilt/Zoom - Portable Wireless Camera – Interactive and Educational Content","I have tested out a couple of monitors and I think that this one will be our main one. I went back and fourth with a wifi vs non wifi, but knowing this one does both gives me so much peace of mind! The app is very easy to navigate and I like that it records motion detected.Pros:- Wifi & non-wifi video capabilities. We have had no conection issues.- Super easy setup! Connected to the app right away.- Ability to move camera from the device- Pretty good picture & sound quality- The monitor is comes has a good quality screen and easy to navigate settings.Cons:- There are some cool features that the app can do, but with a subscription so thats not ideal- The camera needs to be mounted or put on a separate stand in order to get a good view of the crib. We bought a ""Baby Monitor Mount Camera Shelf Universal Baby Camera Holder"" which has been working out great! The view is still a little zoomed in but because the camera can be controlled remotely it is easy to move around to find baby's face.",,Nursery
,"Hubble Connected Nursery Pal Connect Touch - 5"" HD Touch Screen Display and Wi-Fi Smart Video Baby Monitor, Remote Pan/Tilt/Zoom - Portable Wireless Camera – Interactive and Educational Content","Baby monitor is versatile and overall a great monitor!1. I love that this can be used without wifi! I feel much safer given that it is safe from hackers. The range is pretty good as well.2. It can also be used with wifi with an app downloaded and it is useful since you can see your baby when you are outside while they are being babysat by somebody else. They also have a lot of different features like sound or motion detection.3. The app also has trackers for feeds, wet diapers, sleep, etc. that are easy to use.4. The picture and sound quality is great, i like the nightvision it is very clear.Cons:1. The parent unit does not hold a charge for longer than 2 hours, and even when the unit is on charge for the whole night it never shows full battery. Not sure if this is a defective unit or if this is in every parent unit. 2. There is also an ad that shows up everytime the parent unit is on and it takes a few seconds to load. It is pretty annoying to click out of it everytime.3. Connecting the camera to the app took me hours, it was very cumbersome and long process compared to other baby monitors i have used.All in all, it's a baby monitor that does what it needs to do with a lot of added bonuses!",,Nursery
,"Hubble Connected Nursery Pal Connect Touch - 5"" HD Touch Screen Display and Wi-Fi Smart Video Baby Monitor, Remote Pan/Tilt/Zoom - Portable Wireless Camera – Interactive and Educational Content",I would have given this product 5 stars if not for the fact that the audio stopped working after less than a month. Really disappointed because the video is quite good.,,Nursery
,"Hubble Connected Nursery Pal Connect Touch - 5"" HD Touch Screen Display and Wi-Fi Smart Video Baby Monitor, Remote Pan/Tilt/Zoom - Portable Wireless Camera – Interactive and Educational Content","IBeen using it for almost a week and it serves it's purpose well.Pros:-For mounting it sticks directly to metal, or comes with a magnetic disk with a 3m backing, or 2 wall anchors. Camera can be angeled in many ways.-The remote camera light and all the other options which are controlled from the monitor worked easily.-Very far reach; our home is large, and placing the camera on one end of the house and the monitor on the other is about 300 feet. There was no issue with the transmission; the audio and video both came through clearly. Our house has many obstructions and WiFi is often difficult, so we were impressed with this ability.- There was no setup for me. I plugged in the camera, went across the house, plugged in the monitor, turned the monitor on, and I was connected. The instructions for connecting, in case you get disconnected, are straightforward.Cons:- The screen is small. The monitor itself is the size of a medium-sized cell phone, the screen is only about 1/2 of that, but the picture quality is acceptable.",,Nursery
,"Hubble Connected Nursery Pal Connect Touch - 5"" HD Touch Screen Display and Wi-Fi Smart Video Baby Monitor, Remote Pan/Tilt/Zoom - Portable Wireless Camera – Interactive and Educational Content","We actually are having a second child so instead of buying an additional camera for our existing babysense, we opted for a system with controllable cameras.The cameras and their picture quality are top notch. There's a light grain in night light but NOT MUCH. the cameras really are spectacular. The night light feature built into bases is also nice. It doesn't bother the night vision that I can tell.The best part about this system is the camera adjustability from the hand held. It's great. Every monitor system should have this feature.My only gripe is the microphone is super sensitive. It picks up our child breathing and sheets ruffling when he moves. I wish you could adjust the sensitivity of the mic. But that's honestly a minor complaint. I'm nitpicking at this point. For someone with a 6 month old you want that level of detail, but for a 2 year old, you're more confident they will sleep fine on their own.Bottom line, if you looking for a monitor system, this thing delivers. Comparing it to an older babysense system, as well as the Infant Optics dxr-8, it beats both hands down. I know, the dxr-8 is the bread and butter of monitors of late, but this thing has better picture quality, bigger screen, more range in camera motion, and it's a bit cheaper for a 2 camera system.",,Nursery
