,name,review,index
288,Crown Crafts The Original NoJo BabySling by Dr. Sears - Denim,"This sling is the third baby carrier I purchased, when the first two highly-promoted products were too uncomfortable.  My son was a premature baby who needed to be carried a lot for the first few months.  After we purchased this sling, my son basically lived in it!  The variety of cozy positions were perfect for his needs, and the sling fits so comfortably on both my husband and me that we don't even feel the weight of the baby when he's in it.  In fact, the weight of the baby is so evenly distributed that you don't develop the shoulder strain or lower back sway that other products gave us.  We would recommend this sling to anyone with a newborn or premature baby, and we continue to use it now that our son is a big 6-month old baby.  Buy it!",288
289,Crown Crafts The Original NoJo BabySling by Dr. Sears - Denim,"I got a regular carrier as a gift and I hated it! The baby would slide down in it, even though it says its for newborns. I have two other children and had to attend open house at two different schools. The first open house I had the baby in the carrier and it was awful. I ended up taking the baby out of it. My breastfeeding consultant told me about the sling an I went out and brought it right away. It is the best thing I could have ever got for myself and baby. The second open house was so much easier. The baby just bald up like in my womb and slept for the whole two hours. It was also great because I had both hands free to meet and greet the teachers. It comes in handy for breastfeeding discretly in public which for some moms is a must. The baby would sometimes get upset when taken out of the sling. I would recommend the sling to every mom every where!!!!!!",289
290,Crown Crafts The Original NoJo BabySling by Dr. Sears - Denim,"My neighbor had the Nojo and liked it so I was going to get one too. I tried hers, but I couldn't get it tight enough so my baby hung down too low which didn't seem safe and hurt my back. I thought I could order a different size, but found it only comes in one size. I then read all the reviews here and followed someone's advice and ordered a from babymoon slings. It fit me better (I'm petite) and was a lot easier to use (and prettier!). I think it makes a big difference to get a sling that's not bulky and comes in sizes - I don't get why they use so much padding in the nojo, it makes it really hard to use with a newborn compared to other slings.",290
291,Crown Crafts The Original NoJo BabySling by Dr. Sears - Denim,"I have four children and have seen the benefits of the sling first-hand in varied situations.  My first was very small, and as a newborn, I thought he seemed lost in the sling so I exchanged it for a front-pack carrier.  Now I know that you can put a blanket or such in the sling to help cradle a newborn more securely.  It was a lost opportunity for us.  With the arrival of my second child, I decided to give it another try, as many of my friends raved about theirs and I'd need my hands free for my first child still.  I found the sling to be great for nursing, and afforded me privacy when I had to do so while out and about as I could pull the sling's fabric right over the baby and cover us both.  For a tired baby, it is much more conducive to sleeping than an upright carrier, and you can slip out of it and lay the baby down while still in the sling, if necessary.  My third child was (and still is) very cuddly, and enjoyed being next to me.  Since a mom's arms tire after a while, I found the sling a great way to incorporate baby into my routine without wearing myself out.  My fourth child turned our world upside-down with a very colicky start.  The &quot;insert-in-sling-and-go&quot; method was the only way to settle him down.  I could nurse, cook supper, do whatever I needed to do while keeping him close and moving, which was the key.  He learned to relax and even sleep while I was doing all sorts of things and making quite a racket at times.  Now at nearly three, he'll fall asleep while I'm driving and I can take him into the house, remove his coat and shoes, then carry him upstairs to bed without disturbing him.  I believe his learning to relax and sleep in the sling with so much going on around him has helped him in this area, too.  Most of all, it is just nice to have that close time with your little one in the sling, even if you are busy with other things to do.  I can't promise miracles, but this sling has been a crucial part of our early parenting and I recommend it highly!",291
292,Crown Crafts The Original NoJo BabySling by Dr. Sears - Denim,"I bought this babysling after reading about it in Dr. Sears' book.  My daughter was 2 months old and fussy!  Nothing seemed to work.  I was desperate!  Since the babysling was adjustable I thought it would fit all body types...not!  I am of average height but on the slimmer side.  It gave me alot of shoulder and back pain.  I rate this a one star because I found one use for it...I use it tied around my torso to carry my daughter on my back with the slight support of my hands. Back carrying is a bit tricky so don't try it alone!  I think baby slings are great but not this one is not for me.  If you are slimmer than average, try the New Native baby carrier.  It's portable and comes in different sizes.",292
293,Crown Crafts The Original NoJo BabySling by Dr. Sears - Denim,I disagree with all of the reviews that say one size does not fit all. My Husbad is 6&quot;4 I am small frame 5&quot;2 and all we had to do when switching was move the adjustment. It was quite easy. We bought this after having the others. But they spread our daughter legs too far and she wanted to lie down at times not sit up. It was great because she could sit or lie down. And when she was very fussy it was the only way to get her to sleep. We then just slipped it off and put her down. IT was Great! Now that she is older I no longer use it but it was such a life saver I could not bring myself to get rid of it.  I not only recomend this but Dr. Sears book to anyone who has a fussy baby.,293
294,"Arm's Reach Co-Sleeper Original Bassinet, Solid Toffee","I love the idea of the co-sleeper. I've seen some other concept designs by other companies and I hope they follow through with them. Arm's Reach has a bit of a monopoly on the co-sleepers right now. My little one hasn't arrived yet, so I haven't actually used it yet. Assembly is REALLY confusing. I don't know what happened to my paper instructions, but I can't find them. Luckily, there are some on the AR web page. But it is still so confusing.For those of us who are ardent Attachment Parenting, this is ideal. My older son, 15 months old, is still in bed with us and this Arm's Reach will give us the extra space for two little ones. We used the Snuggle Nest when our older boy was a small infant and that worked great. With two though, I wanted to keep the older away from the younger while they slept but still near us.If attachment parenting is a new concept for you, I strongly encourage you to read as much as you can online. Arm's Reach co-sleeper is a great way to co-sleep without the fear of suffocation.",294
295,Arm's Reach Original Co-sleeper 100% Cotton White Sheet,I would recommend getting cheaper sheets made for a playpen. These started unraveling after one wash! Not worth the money.,295
296,Arm's Reach Original Co-sleeper 100% Cotton White Sheet,"This is a must for anyone who is buying the Co-Sleeper, it adds comfort and you can easily clean the surface your little one is sleeping on buy simply switching out he sheets. The Co-Sleeper comes with one, but in the middle of the night it is much easier to switch a sheet than have to wait for the other to finish washing.",296
297,Arm's Reach Original Co-sleeper 100% Cotton White Sheet,love having her so close!!!!!!  allows for good interaction & easy reach for breast feeding,297
298,Arm's Reach Original Co-sleeper 100% Cotton White Sheet,"We love this full sized co-sleeper that can attach to your bed, stand alone as a bassinet, & later be a full sized pack n play. We use it as a co-sleeper & the pockets on the outside are great for all of our diapering needs.",298
299,Arm's Reach Original Co-sleeper 100% Cotton White Sheet,hope these work  glad to have found this product  not an easy task  hope they last  a long time and are durable,299
